genes,control_1,control_2,control_3,control_4,control_5,control_6,control_7,control_8,control_9,control_10,treatment1,treatment2,treatment3,treatment4,treatment5,treatment6,treatment7,treatment8,treatment9,treatment10
gene15902,0,1,0,1,2,1,1,1,0,0,5454,0,0,0,13819,0,0,1,48,0
gene15903,0,1,0,0,0,1,8,0,0,0,0,6,102,3,4,0,11,4,25,4
gene15904,1,0,24,6,0,27,0,0,27,60,0,0,0,0,0,0,0,0,0,197836
gene15905,0,0,0,0,0,0,0,0,0,0,8,108,430,166,4,0,156,10,83,0
gene15906,0,0,0,0,11427,0,0,0,20,0,1,0,0,0,0,0,0,0,0,0
gene15907,13,7,0,0,0,1,8,3,3,4,0,46,745,71,0,0,0,0,0,7
gene15908,17,1273,149,267,336,2241,5351,0,0,0,0,0,0,0,2,1,0,0,1,0
gene15909,2561,171,130,480,4037,0,26,0,20802,4,4,0,0,0,0,224500,49,5534,4361,3
gene15910,5459,0,0,5,0,12499,20,0,0,0,0,0,3,2,1,1,0,0,0,0
gene15911,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,1,3,1,4,3
gene15912,8,1,2,13,0,7,13,6,4,0,0,0,0,0,1,0,47,6,10,0
gene15913,0,1,0,0,0,0,0,0,0,0,206,0,1134,0,0,0,247,45,37,1
gene15914,41,8,0,5,0,2,0,8,0,6,0,0,0,0,0,0,0,0,0,0
gene15915,11,1,2,0,2,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0
gene15916,4,6,26,7,4,19,3,10,8,15,0,0,0,1,1,1,0,0,0,0
gene15917,0,0,5,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0
gene15918,0,2,0,0,0,0,0,4,0,2146,0,0,0,1,0,1,0,0,0,0
gene15919,193,0,394,17,0,32,175,11,46,295,0,0,0,1,10,0,0,0,72,0
gene15920,0,0,0,0,0,0,0,0,0,0,1861,0,20406,0,5,0,12055,0,144407,0
gene15921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene15922,0,0,3288,0,0,0,0,0,11,0,1,0,762,0,82,6,1,4709,0,19
gene15923,1,0,1,0,1,0,1,3,0,1,0,0,6,0,2,0,0,1,0,0
gene15924,0,0,2,0,0,32,0,0,10,0,0,0,0,1,0,0,0,0,0,0
gene15925,0,37,6,5,23,12,2,2,13,1,0,0,0,0,0,0,0,0,0,1
gene15926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
gene15927,39347,2,97,127,0,2,3,0,439,1,0,3,0,4,4,0,1,0,0,2
gene15928,0,0,0,5,3,3,0,0,1,0,1,3,0,1,0,0,0,0,1,0
gene15929,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
gene15930,0,0,4,1,1,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0
gene15931,0,68,1,32479,0,23,0,52521,1318,0,0,0,0,0,0,0,0,1,1,0
gene15932,0,0,10,284,1,25,3,109,0,122,100,0,0,0,13549,5,7,0,0,0
gene15933,23,0,0,0,0,0,0,0,0,0,0,0,1,97,0,0,0,0,0,3
gene15934,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
gene15935,0,0,0,0,0,49,0,0,0,0,1,1,0,0,0,2,1,0,0,0
gene15936,0,0,0,0,0,1,0,0,0,0,0,0,0,113,30,8,0,21,1,2
gene15937,0,1,1,0,3,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0
gene15938,60637,0,331,2,0,12521,0,0,95,0,0,0,0,0,346,0,0,0,528,0
gene15939,3,0,0,0,0,0,3,0,0,1,1,0,0,1,0,0,0,0,0,0
gene15940,7,21,30,0,0,14,0,12,0,4,0,26,1,3,0,5,0,0,10,0
gene15941,3,4,0,0,1,1,5,2,2,0,90,0,170,0,2130,115,46,81,137,77
gene15942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene15943,0,0,0,419,3836,4244,0,1108,0,7,0,3,0,0,251,2,0,0,7,2
gene15944,168,0,0,42,2,18,9,97,1,0,0,0,0,0,0,0,0,0,0,1
gene15945,0,2,0,5,0,0,0,1,0,0,0,54,0,0,0,0,0,0,0,0
gene15946,16816,0,0,0,0,0,7,0,0,0,1,2,1,0,2,1,0,1,0,0
gene15947,0,1,5,4,2,6,9,2,13,3,0,0,0,3,0,0,0,1,0,3
gene15948,15823,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
gene15949,3,0,0,1,12,16,1,0,7,50,0,19,7,3,0,97,0,29,0,0
gene15950,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
gene15951,0,0,58558,1,12,815,0,763,212,0,2,32,1,91,806,19,1,189,3,658
gene15952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene15953,4,0,0,0,2,0,44232,0,0,0,3,0,0,4,9,0,0,1,2,9
gene15954,31,0,0,0,232,54,59,165,17,181,0,9,0,19,0,0,0,4,0,1
gene15955,0,0,0,3,0,4,3,1,1,0,0,0,0,0,0,0,0,1,0,0
gene15956,0,0,0,0,0,109673,0,452,1,1,0,0,0,0,0,0,0,0,0,0
gene15957,0,0,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
gene15958,489,0,405,73925,0,390,0,4187,42789,3649,0,0,0,0,0,0,0,0,0,0
gene15959,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
gene15960,0,0,0,0,0,0,0,0,0,0,0,1038,11153,0,4873,252,0,346,0,2
gene15961,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene15962,0,0,0,0,0,0,0,0,0,1,0,14,0,30,24,0,0,78,0,77
gene15963,1,4,1,1,3,1,0,1,2,1,0,0,0,0,0,0,0,0,0,1
gene15964,819,8,0,0,0,0,0,0,0,0,0,0,0,1,51451,0,0,3389,0,0
gene15965,0,0,5,759,7002,0,0,184,0,0,1,1516,0,3,0,67,0,3,0,0
gene15966,0,0,0,0,0,0,1,0,0,0,0,0,610,0,0,395,0,3363,0,1075
gene15967,0,1036,1,101,1411,6663,166,491,0,0,0,0,0,0,1,0,0,0,0,1
gene15968,1,4,0,0,1,2,1,3,0,0,0,0,0,0,0,0,1,0,0,0
gene15969,0,0,0,0,11,2,0,0,0,24783,2,2,2,0,1,0,14,5,0,1
gene15970,0,0,0,0,31,0,0,0,0,0,3,0,1,0,2,1,0,2,0,1
gene15971,0,0,2,1,0,27,0,0,11,32,1,111,22,8,6,22,79,1,7,3
gene15972,0,0,0,0,0,0,0,0,0,0,1,54,12,1,0,0,0,0,0,9
gene15973,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0,0,0,0,55
gene15974,5,3,5,2,1,9,1,5,0,2,0,0,0,0,0,0,0,0,0,0
gene15975,0,0,0,0,455,0,15,0,1180,1918,0,0,2,0,0,38152,112,0,0,52
gene15976,0,0,0,4,0,1,0,4,7,0,0,1,0,0,0,0,0,0,0,0
gene15977,4403,205,1801,9954,6911,4544,109,1,5116,21,4,1,0,0,2,1,0,2,0,0
gene15978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene15979,7367,0,1300,3,0,0,5195,0,0,266320,0,0,0,126,6,0,2,0,18,0
gene15980,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
gene15981,4113,162,89,27,209,0,0,352,1,213,0,0,15714,0,3,0,0,182270,223,0
gene15982,0,0,1,0,0,1,0,0,1,0,2,0,0,1,0,1,2,1,2,0
gene15983,297,2322,2,203,14751,794,517,0,0,573,0,75,2,2451,0,3,0,3,0,0
gene15984,0,0,11,19,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0
gene15985,10136,137392,0,13964,6481,8,1,1403,326,17,0,0,0,0,0,0,0,0,0,0
gene15986,0,0,0,0,0,0,0,0,0,0,1919,1840,1,2,12,0,0,12,0,0
gene15987,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,1,1,1
gene15988,2,19,9,9,21,0,0,5,8,3,0,19,21,47,45,10,11,48,2,35
gene15989,0,1,0,1,0,0,1,0,1,0,126,6,123,9,55,43,151,113,51,28
gene15990,0,0,0,0,225,0,0,97,2,0,0,0,0,1,0,1,0,0,0,0
gene15991,0,0,0,0,0,0,0,0,0,0,448,0,1666,0,0,8,0,0,2877,0
gene15992,0,0,0,0,0,0,0,0,1,2408,1,0,0,0,86,5,1,84,17,0
gene15993,125,159,4,303,874,1110,44,1703,5,687,0,0,0,0,1,0,1,0,0,1
gene15994,211,0,286,0,0,32,7316,10786,26,12,31,11,0,0,0,299,766,0,0,0
gene15995,0,0,0,2,0,0,0,0,0,0,4,1,0,0,0,0,11,0,1,0
gene15996,0,0,21,53,9,0,1,0,4,0,0,81,14,8,11,0,0,0,0,0
gene15997,0,0,0,0,1,0,2,0,1,2,58,1,0,0,51,0,1,0,3,9
gene15998,188,0,48,255,8,7,0,42,1,356,0,0,334,72,0,0,0,0,0,59
gene15999,0,0,0,24,4,31,2,96,12,0,7723,6805,0,10473,0,48,0,0,1410,1
gene16000,0,0,0,0,0,0,0,1,0,0,0,0,766,0,3019,0,0,0,13,0
gene16001,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
gene16002,25029,0,236,0,8,0,9,10,0,232,0,140,0,52603,22,1435,11,0,249,0
gene16003,0,4,7,2,0,1,0,0,6,3,3,2,0,0,5,0,2,2,0,0
gene16004,11,9,4,3,7,17,16,21,5,5,1,0,0,0,0,2,4,0,2,2
gene16005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene16006,0,18,7,3,2140,0,0,78,35,0,1,0,0,0,0,1,4,0,2,1
gene16007,0,16,0,0,0,0,4,0,0,0,5,2,4,61,0,0,29,1431,0,0
gene16008,2,10,7,1,1,12,6,2,2,9,14,25,40,19,17,15,19,6,7,11
gene16009,0,1976,31336,0,423,279,6501,336,2641,115,0,609,679,0,0,0,5,0,0,587
gene16010,9,0,60,55,8,24,330,0,52,0,0,0,0,0,0,0,0,0,0,0
gene16011,30,0,51,77,0,16,0,6,0,1,0,1,0,0,0,0,1,0,1,1
gene16012,0,20,8061,3693,1,30,2484,0,2013,0,2,135,2507,7,9,4238,0,529,1,1817
gene16013,2,0,1,81,0,452,6,9,1,0,0,0,0,0,0,0,0,0,0,0
gene16014,0,0,307,0,63,0,0,374,8151,0,0,0,0,6,0,2,0,0,0,0
gene16015,36,4,16,10,13,8,3,3,22,60,1,1,1,0,0,0,1,1,0,0
gene16016,5,1,86,0,6411,597,3805,3936,0,36,0,0,0,2,1,0,0,0,2,0
gene16017,2,988,2514,0,28,1432,57,1389,5973,2739,0,0,0,0,0,0,0,0,156,0
gene16018,0,4,0,4,11,4,0,0,2,21,3,0,4,0,3,0,6,1,1,0
gene16019,1,18,0,2,1,17,0,0,0,0,0,4,0,0,0,1,0,0,0,1
gene16020,0,0,0,0,0,0,0,124,154,0,4,0,26,0,913,1,0,3,1,0
gene16021,1,0,0,1,0,0,0,0,0,0,1,0,0,5,0,2,0,0,2,0
gene16022,0,830,234,4216,22,20,2006,845,34,0,0,0,0,0,461,671,1236,0,0,5
gene16023,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,1,2
gene16024,34,3,0,5,15,1,3,0,8,1,524,0,3,0,0,0,0,41,0,0
gene16025,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
gene16026,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
gene16027,87,68,13,3,34,46,25,7,86,9,4,1,1,0,2,2,0,0,2,1
gene16028,858,0,8,7824,30,0,0,0,0,922,0,14,29630,0,0,0,0,1,0,0
gene16029,22,989,2,0,0,0,0,52,260,42,0,1,0,1,6,0,0,0,12,0
gene16030,77,0,3,2,246,1,2,196,304,158,0,0,0,1,0,0,1,0,0,0
gene16031,0,0,1218,0,2,0,336,0,0,0,6568,0,0,49,4,15490,945,0,0,12
gene16032,0,0,0,0,0,0,0,0,0,1,69,948,16,306,1514,3,0,0,1697,568
gene16033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
gene16034,0,0,0,0,0,0,0,0,1,0,0,5,0,3,28,0,0,3,0,0
gene16035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene16036,7,0,118,6,0,0,0,0,0,23,0,0,0,0,0,0,0,1,0,0
gene16037,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
gene16038,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
gene16039,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0
gene16040,0,0,0,24,0,0,153,0,29,11,0,0,0,0,0,0,0,0,0,0
gene16041,0,0,0,0,0,0,0,0,0,0,2,13,0,1,2,2,12,14,2,13
gene16042,449,386,348,0,307,0,4,170,0,0,0,2,2,0,0,0,1,3,0,1
gene16043,0,0,1,2,0,0,0,0,0,1,47,179,2,226,3,0,0,4,0,229
gene16044,0,0,1,4,9,0,2,0,0,0,9,0,0,1122,0,0,1488,27765,49,66
gene16045,0,0,0,5,0,328,0,710,0,0,0,0,0,0,0,0,0,0,0,0
gene16046,0,0,24237,0,0,0,0,0,0,0,7,136,0,2,121,0,127,29,9,7
gene16047,0,0,96,2,180,0,0,6,0,1129,2,0,1,0,0,1,1,1,2,0
gene16048,0,7,0,0,1,17,119,0,6,0,0,1,0,0,0,0,0,0,0,0
gene16049,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
gene16050,0,1,1,25,0,0,59,0,0,0,0,12,13842,0,85,0,19633,25373,2,202359
gene16051,0,8,10,0,0,22,0,0,0,0,5536,0,0,31568,0,565,0,4706,0,28942
gene16052,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
gene16053,2,2280,0,0,14,30,6,601,2,0,0,0,0,21,0,0,0,1028,0,0
gene16054,0,0,0,0,3383,0,0,0,0,0,0,0,1,3,0,0,3,0,1,5
gene16055,11,2172,286,0,60,3,652,1,3176,150,0,0,0,0,0,1,0,0,0,0
gene16056,0,0,0,0,0,0,0,1,0,0,15548,0,0,0,8,0,0,39853,2,12871
gene16057,2,3,10,1,1,0,0,2,7,0,1,0,0,0,0,0,0,0,0,0
gene16058,1,0,0,0,0,0,0,0,0,0,41,4,69,38,1,43,20,0,0,0
gene16059,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
gene16060,85,72,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
gene16061,67,0,0,0,0,5055,0,6,3649,2,0,8991,28,0,0,0,0,0,2,57
gene16062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene16063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene16064,8,408,0,0,0,0,0,0,0,0,0,2,0,2,1,2,4,1,0,1
gene16065,124,12,3,0,0,253,0,0,0,10,2,0,0,0,2,1428,0,2,0,4
gene16066,16440,2296,327,0,44,1289,5785,0,0,5,24,0,2,0,9,32,9,11,11,10
gene16067,214,130,32,15,16,184,179,5,1,33,0,1,0,0,0,0,0,1,0,0
gene16068,40,0,0,0,0,116,3,0,23,0,0,2,0,10,0,0,0,0,0,0
gene16069,0,0,0,1,0,0,0,0,0,0,0,0,0,1030,0,5372,0,0,0,29
gene16070,0,5,4495,0,0,0,8,0,0,70659,0,0,0,0,0,0,0,0,0,1
gene16071,0,34,0,0,1710,0,24548,0,1,14477,1,0,0,1,0,0,0,0,1,0
gene16072,0,0,2,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
gene16073,0,3,1,0,0,0,2,0,0,2,1,0,0,0,2,1,1,0,3,3
gene16074,1,0,0,0,0,0,0,0,0,1,547,0,77182,3784,0,0,0,0,1344,0
gene16075,7,7,1,1,8,1,15,0,0,24,3,0,0,3377536,2,0,0,0,0,0
gene16076,0,0,0,0,0,0,0,0,0,0,0,0,114,4,0,0,0,12,28,0
gene16077,0,0,1270,0,0,2,0,798,0,0,0,0,0,0,0,0,0,0,0,0
gene16078,0,0,0,0,0,0,0,0,0,0,1,1,3,2,0,3,2,0,2,5
gene16079,0,0,12310,0,0,630,1339,7,378,0,1,0,0,1,0,1,1,0,1,1
gene16080,1,0,0,1,0,0,2,0,0,0,2,0,0,1,0,0,1,1,1,1
gene16081,7958,0,0,0,0,0,0,0,0,0,0,0,2,6,41,2,0,0,0,1
gene16082,0,0,40,0,763,550,1,1,1,3,11,3,512,6,6,0,0,15,265,0
gene16083,0,0,1,4,1,0,3,3,0,1,0,0,10,16,22,79,0,19,0,6
gene16084,0,0,0,167,0,3,4,0,0,2,2804,1257,2429,0,0,0,1,120,4,0
gene16085,2,2,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
gene16086,0,0,0,1,3,1,0,0,0,0,3,2,0,0,2,0,1,0,0,6
gene16087,4846,0,1433,2878,828,0,8482,181,0,2065,0,14,0,0,23,29,0,0,0,10
gene16088,1481,6218,0,0,7824,0,7973,0,77,95,0,0,67,0,0,0,0,0,0,0
gene16089,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene16090,61,122,195,131,21,18,3,87,53,41,1,389,0,523,1498,1202,0,81,540,3884
gene16091,8,0,27,2,17,1,3,9,5,1,1048,8,0,7709,0,297,0,0,0,0
gene16092,9,0,0,0,32,0,40,0,0,14,7,2,0,0,0,0,0,1,0,2
gene16093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene16094,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
gene16095,2,0,0,0,360,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0
gene16096,198,342,0,1,0,36,0,1699,55,3248,0,1,2,0,0,0,0,0,1,0
gene16097,0,0,5,0,0,7,13,22,27,15,0,46,7,572,0,0,9,868,0,0
gene16098,0,0,0,0,0,0,0,0,0,0,0,157,3,1434,0,0,80,18,245,1084
gene16099,0,0,0,3753,0,0,0,8,0,12,0,0,0,17,0,1,0,1,3,0
gene16100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1
gene16101,0,1332,68,12,2,0,101,39,0,0,0,0,0,0,0,0,0,191,236,0
gene16102,2,0,0,0,2436,4,168,0,0,0,2580,0,0,18,0,498,20,0,0,124
gene16103,0,1,0,0,0,0,0,0,1,0,0,0,0,19183,0,0,119015,0,0,0
gene16104,0,0,0,2,0,25239,0,2,0,0,0,0,0,0,0,0,0,0,0,0
gene16105,0,34,0,224,1599,935,1686,6,26,2260,2,3,1,0,0,1,17,1,0,0
gene16106,154,0,28,0,183,18,15,77,48,0,2,0,3,90,0,206,159,62,0,0
gene16107,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,40,17,0,0
gene16108,667,0,1669,0,18830,0,0,0,1363,0,0,0,0,0,0,0,0,0,1,0
gene16109,0,0,0,12,0,1,0,0,1,0,0,0,0,3607,952,807,0,18,0,0
gene16110,5,7,1,7,7,6,3,5,1,4,0,0,0,0,0,0,0,0,0,0
gene16111,2,0,3,7,10,4,13,4,52,13,1778,416,141,111,3,58,73,3025,1,495
gene16112,0,71,0,19,0,9,70,4,5,3,2,0,9,2,24,7,2,0,0,19
gene16113,28,94,22,1,11,193,159,0,0,0,0,0,0,0,0,0,0,1,0,0
gene16114,0,0,0,0,0,0,0,0,0,0,13,34,420,169,2037,106,2647,147,0,0
gene16115,0,0,0,14039,0,3261,0,10,0,0,0,0,0,0,0,0,0,0,0,0
gene16116,0,0,0,0,0,0,0,0,0,0,146,220,43,0,3,201,144,289,103,172
gene16117,1,0,0,1,0,0,0,0,0,0,0,100,189,0,6,441,15160,0,21,0
gene16118,0,6869,0,1061,879,0,1540,0,35,0,0,12220,3,31,0,0,50,0,49,34
gene16119,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
gene16120,0,0,0,0,0,105,0,0,0,0,0,9,16,5,0,0,0,0,2,0
gene16121,5,0,0,7,6,0,1,1,0,0,3,0,0,1092,11,0,7,443,0,167
gene16122,0,2,10423,0,1304,16016,530,0,0,3024,0,1,17,44,5067,0,1311,2,61,0
gene16123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4,0
gene16124,7,2,0,0,11,1,0,25,3,214,0,2,15123,0,381,0,0,0,2,0
gene16125,29,0,0,1,0,2,0,1066,14746,0,0,0,0,0,0,0,0,0,0,0
gene16126,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
gene16127,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
gene16128,0,0,0,0,0,0,0,0,0,0,0,24609,0,0,0,0,0,0,0,1541
gene16129,0,0,0,0,0,0,0,0,0,0,0,25,13,0,10,0,10,7,27,2
gene16130,2,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
gene16131,0,0,0,0,0,0,0,0,0,1,6,14,22,91,14,20,29,25,39,12
gene16132,0,0,3619,99,271,16632,48,1526,7333,8,0,0,0,0,0,0,0,0,0,0
gene16133,1,0,5,3,2,0,0,0,3,2,2,1,0,0,1,0,1,0,2,1
gene16134,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
gene16135,103,128,3,0,43,0,13,125,10,57,0,0,0,0,0,0,0,2,2,1
gene16136,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541
gene16137,1,3,4,0,2,2,1,1,1,2,4,3,2,0,3,0,0,0,1,1
gene16138,0,1,0,0,0,0,0,0,0,0,2,12,0,0,0,159,0,25,5,14
gene16139,6365,0,31,536,2091,0,15,42,17177,0,0,0,0,0,0,0,0,0,0,0
gene16140,44,140,78,0,579,2,0,13,100,0,0,2,34,0,0,19,16,0,0,4
gene16141,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,0,1
gene16142,0,1,2,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
gene16143,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,2,1,1,2,5
gene16144,0,47,51,60,0,71,719,8,6,136,2,0,0,0,0,0,10,0,9,2
gene16145,0,69,0,94580,620,0,31,40178,12738,0,0,0,0,0,0,0,0,0,0,0
gene16146,0,5929,0,11,649,0,0,1,0,0,118,2,0,0,0,23,0,0,0,1
gene16147,0,0,0,0,122,0,0,0,0,0,0,384,35,761,0,0,0,38,0,0
gene16148,29,0,0,5,1,12,5,2,23,0,742,0,0,0,57,8,15765,576,423,3424
gene16149,91,30,144,0,0,288,133,0,18,0,1,1,1,0,1,0,0,0,19,19
gene16150,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
gene16151,2,4,0,3,18,11,3,0,11,1,0,19,51,0,1,0,0,0,40,0
gene16152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene16153,0,0,0,0,0,0,0,0,1,0,1,2,21,27,32,13,11,0,978,6
gene16154,13,0,0,0,13,0,0,9067,0,0,3,0,6,0,0,16,1,3,0,0
gene16155,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,2,2,2,0,2
gene16156,0,0,0,0,0,0,0,0,0,0,551,5316,1199,0,0,3009,17216,0,3,0
gene16157,26,0,22,489,0,1,0,52,0,0,571,261,505,0,0,20,0,550,2,195
gene16158,0,0,0,0,0,0,0,0,1,0,0,0,2564,22,0,145,0,2,491,1393
gene16159,0,0,0,0,0,0,0,0,0,0,0,1,100,7,0,3,20,0,1,20
gene16160,19,1,0,4,10,0,0,2,10,21,15,1215,269,1952,712,46,357,100,4,11
gene16161,26,1,0,1,13,0,548,162,53,31,0,0,0,0,1,0,1,1,1,0
gene16162,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
gene16163,1,4,10,0,1,0,0,34,0,0,0,0,0,2,0,0,0,0,0,0
gene16164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene16165,8,0,0,0,504,0,133,30,0,0,2,0,0,0,0,0,1,0,0,1
gene16166,2077,0,0,0,0,0,0,0,1,11709,0,0,7,0,0,8891,0,200,0,1
gene16167,3585,3922,0,19672,0,169609,0,8252,0,5864,2341,1649,0,4,211298,88925,0,473,115485,491
gene16168,0,0,0,0,0,0,0,0,0,18,1,0,0,0,1,0,0,0,0,0
gene16169,0,1,0,0,0,0,0,0,0,0,0,0,5274,0,338,2358,2539,9,0,0
gene16170,0,0,0,0,230788,0,0,488480,0,15802,0,1,0,3505,0,0,0,5,2516,0
gene16171,1,1,2,0,1,3,1,0,2,0,86,141,279,54,88,74,0,28,300,79
gene16172,0,0,0,12,37,1,0,22,0,26,0,0,0,0,22,78,0,4699,32,3
gene16173,0,0,2,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
gene16174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
gene16175,0,1,1,0,1,0,0,1,0,0,1,3,0,2,1,1,1,1,7,13
gene16176,62,54,48,50,31,74,8,92,18,43,6,0,0,178,0,0,0,289,0,311
gene16177,0,0,0,0,0,0,0,0,0,0,0,6,0,21,1,1,10,0,2,4
gene16178,67,4576,0,0,3576,5017,0,167,0,1010,0,0,0,0,0,0,0,0,0,1
gene16179,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
gene16180,0,138,0,3,0,140,0,1,1,0,1,1,0,0,0,0,0,1,0,1
gene16181,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,5,1,0,152
gene16182,0,0,0,0,0,0,0,0,0,0,9593,108999,0,3701,3378,0,4,9,1,62
gene16183,0,1,0,0,0,0,0,0,0,0,3377,0,1170,0,305,0,0,0,1,0
gene16184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0,0
gene16185,33,33,14,25,21,13,18,6,21,32,0,0,0,0,0,0,397,0,0,0
gene16186,0,0,0,0,0,0,0,0,0,0,0,1,3,0,5,26,2,0,11,0
gene16187,45,131,1,22,0,0,170,13,16,25,1,19,8,58,53,6,11,1,57,75
gene16188,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,0
gene16189,0,0,58,319,0,0,0,0,0,0,0,140,0,283,1,7879,3354,9801,0,4
gene16190,3,5,0,0,16,11,0,31,123,0,0,0,0,0,0,0,1863,5453,0,0
gene16191,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
gene16192,53,1,1543,5917,649,416,591,14,761,0,954,6,4,3064,5716,23,154,5731,176,38
gene16193,2,0,0,29,10,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
gene16194,0,12,153,9,1,3,30,0,104,8,8,15,462,5,0,582,0,279,586,357
gene16195,0,0,0,0,1,0,0,1,0,0,310,0,0,58,9,1329,0,0,24,10425
gene16196,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
gene16197,0,0,22,0,17,9,0,2,119,106,0,0,0,0,0,0,0,0,0,0
gene16198,50,247,0,0,4,0,0,0,1117,0,1,0,0,0,1,0,0,0,0,0
gene16199,0,4,45,0,1826,0,552,0,166,0,7,1,13,6,15,1,12,6,3,1
gene16200,0,6051,6,0,0,0,2116,0,0,0,0,1,1,0,2,0,1,0,0,3
gene16201,0,0,0,0,0,0,1,0,1,0,111,0,0,4,0,5,0,0,4,0
gene16202,0,9057,0,0,0,0,4,0,142288,0,0,0,0,0,0,0,0,0,0,0
gene16203,0,0,0,0,0,0,0,0,0,0,0,0,0,23475,0,0,0,0,0,8
